MONTH,ZONE,CIRCLE,DIVISION CODE,DIVISION,OVERALL Input Energy Prog (MU),OVERALL Unit Sold Prog (MU),OVERALL Distribution Loss Prog (%),OVERALL Current Assessment With ED Prog (Lakh),OVERALL  Realisation Prog(Lakh),OVERALL % Realisation Prog,OVERALL ATC Loss,OVERALL Realisation Rate Input Prog (Rs / Unit),OVERALL Realisation Rate Sold Prog (Rs / Unit),GOVERNMENT Unit Sold Prog Govt (MU),GOVERNMENT Current Assessment With ED Prog Govt (Lakh),GOVERNMENT Realisation Prog Govt (Lakh),GOVERNMENT % Realisation Prog Govt,GOVERNMENT ATC Loss Prog Govt,NON GOVERNMENT Unit Sold Prog Non Govt (MU),NON GOVERNMENT Current Assessment With ED Prog on Govt (Lakh),NON GOVERNMENT Realisation Prog Non Govt (Lakh),NON GOVERNMENT % Realisation Prog Non Govt,NON GOVERNMENT ATC Loss Prog Non Govt
September-25,AGRA,EDC FATEHABAD,DIV251512,EDD ETMADPUR,38.07,33.44,12.16,1507.82,1017.61,67.49,40.72,2.67,3.04,1.2,74.59,17.53,23.5,79.35,32.24,1433.23,1000.08,69.78,38.71
September-25,AGRA,EDC FATEHABAD,DIV251513,"EDD FATEHABAD, AGRA",41.7,32.95,20.99,1487.05,992.39,66.74,47.27,2.38,3.01,0.81,88.25,0,0,100,32.14,1398.8,992.39,70.95,43.95
September-25,ALIGARH,EDC I ALIGARH,DIV211241,"EDD SARSOL, ALIGARH",34.91,33.33,4.52,1850.44,1632.21,88.21,15.78,4.68,4.9,0.79,77.7,62.75,80.77,22.89,32.55,1772.74,1569.46,88.53,15.47
September-25,ALIGARH,EDC I ALIGARH,DIV211242,"EDD ATRAULI, ALIGARH",25.66,25.51,0.56,1056.84,815.56,77.17,23.26,3.18,3.2,0.23,27.71,14.83,53.51,46.79,25.28,1029.13,800.74,77.81,22.63
September-25,ALIGARH,EDC I ALIGARH,DIV211243,"EDD TALANAGRI, ALIGARH",29.39,31.35,-6.69,1936.07,1745.9,90.18,3.79,5.94,5.57,0.24,24.47,8.54,34.87,62.79,31.11,1911.6,1737.37,90.89,3.03
September-25,ALIGARH,EDC II ALIGARH,DIV211261,"EDD IGLAS, ALIGARH",38.29,33.74,11.9,1293.99,988.98,76.43,32.67,2.58,2.93,0.32,33.05,18.18,55.01,51.54,33.42,1260.94,970.8,76.99,32.17
September-25,ALIGARH,EDC II ALIGARH,DIV211262,"EDD KHAIR, ALIGARH",46.64,36.65,21.42,1455.05,698,47.97,62.3,1.5,1.9,0.24,23.39,18.48,79.02,37.91,36.41,1431.67,679.52,47.46,62.7
September-25,ALIGARH,EDC II ALIGARH,DIV211263,"EDD AKRABAD, ALIGARH",30.01,26.5,11.7,821.87,575.91,70.07,38.13,1.92,2.17,0.54,67.42,41.48,61.53,45.67,25.95,754.45,534.43,70.84,37.45
September-25,ALIGARH,EUDC ALIGARH,DIV211211,EUDD I ALIGARH,30.68,29.79,2.91,2407.67,2188.06,90.88,11.77,7.13,7.35,2.1,177.09,0.47,0.26,99.74,27.69,2230.59,2187.59,98.07,4.78
September-25,ALIGARH,EUDC ALIGARH,DIV211212,EUDD II ALIGARH,28.26,30.68,-8.54,2260.41,1934.82,85.6,7.09,6.85,6.31,2.26,48.87,0,0,100,28.41,2211.54,1934.82,87.49,5.04
September-25,ALIGARH,EUDC ALIGARH,DIV211213,EUDD III ALIGARH,26.48,27.84,-5.15,2250.82,1993.29,88.56,6.88,7.53,7.16,1.05,94.65,0,0,100,26.79,2156.17,1993.29,92.45,2.79
September-25,ALIGARH,EUDC ALIGARH,DIV211214,EUDD IV ALIGARH,30.12,28.66,4.84,2380.91,2217.93,93.15,11.35,7.36,7.74,0.96,127.17,9.4,7.39,92.96,27.71,2253.74,2208.53,97.99,6.75
September-25,BANDA,EDC BANDA,DIV243913,EDD ATARRA,34.19,28.45,16.79,1539,475.6,30.9,74.29,1.39,1.67,9.52,810.16,3.82,0.47,99.61,18.93,728.84,471.78,64.73,46.14
September-25,BANDA,EDC BANDA,DIV243914,"EDD BABERU, BANDA",40.48,29.29,27.64,1356.46,543.11,40.04,71.03,1.34,1.85,10.61,938.94,289.15,30.8,77.72,18.68,417.52,253.96,60.83,55.99
September-25,BANDA,EDC BANDA,DIV243911,EUDD BANDA,27.18,24.98,8.1,1611.96,1142.54,70.88,34.86,4.2,4.57,3.92,327.41,0,0,100,21.06,1284.55,1142.54,88.94,18.26
September-25,BANDA,EDC CHITRAKOOT,DIV243921,EDD CHITRAKOOT DHAM,31.58,23.79,24.65,1026.91,731.83,71.27,46.3,2.32,3.08,1.37,143.76,9.31,6.48,95.12,22.42,883.14,722.52,81.81,38.35
September-25,BANDA,EDC CHITRAKOOT,DIV243922,"EDD RAJAPUR, CHITRAKOOT",36.42,27.87,23.48,992.9,218.4,22,83.17,0.6,0.78,7.25,541.2,0,0,100,20.62,451.7,218.4,48.35,63
September-25,BANDA,EDC HAMIRPUR,DIV243721,EDD HAMIRPUR,43.4,37.92,12.63,1649.96,1093.77,66.29,42.08,2.52,2.88,2.95,241.97,0,0,100,34.97,1407.99,1093.77,77.68,32.13
September-25,BANDA,EDC HAMIRPUR,DIV243723,EDD RATH,31.7,27.06,14.63,924.41,386.56,41.82,64.3,1.22,1.43,0.59,66.19,0,0,100,26.47,858.22,386.56,45.04,61.55
September-25,BANDA,EDC MAHOBA,DIV243711,EDD I MAHOBA,18.13,16.82,7.21,947.07,655.67,69.23,35.76,3.62,3.9,1.27,50.61,0,0,100,15.55,896.46,655.67,73.14,32.13
September-25,BANDA,EDC MAHOBA,DIV243712,"EDD KULPAHAR, MAHOBA",31.88,25.89,18.8,1334.65,956.77,71.69,41.79,3,3.7,0.94,82.13,65.45,79.69,35.29,24.95,1252.52,891.32,71.16,42.22
September-25,ETAH,EDC ETAH,DIV277034,"EDD PILUWA, ETAH",41.41,32.58,21.33,1355.52,572.38,42.23,66.78,1.38,1.76,1.05,103.44,0,0,100,31.53,1252.08,572.38,45.71,64.04
September-25,ETAH,EDC ETAH,DIV277032,"EDD JALESAR, ETAH",48.08,32.12,33.21,1358.88,665.16,48.95,67.31,1.38,2.07,1.06,94.67,87.06,91.96,38.58,31.06,1264.21,578.1,45.73,69.46
September-25,ETAH,EDC ETAH,DIV277031,EUDD ETAH,18.37,16.02,12.81,1291.87,1186.05,91.81,19.95,6.46,7.4,0.54,55.12,0,0,100,15.48,1236.75,1186.05,95.9,16.38
September-25,ETAH,EDC HATHRAS,DIV271321,EDD I HATHRAS,21.2,19.09,9.95,1393.46,1413.69,101.45,8.64,6.67,7.41,0.62,61.56,80.79,131.25,-18.19,18.47,1331.91,1332.9,100.07,9.88
September-25,ETAH,EDC HATHRAS,DIV271322,"EDD ODHPURA, HATHRAS",36.47,22.69,37.79,1003.8,650.38,64.79,59.69,1.78,2.87,0.29,23.79,14.99,63.02,60.8,22.39,980,635.38,64.83,59.67
September-25,ETAH,EDC HATHRAS,DIV271323,"EDD SASNI, HATHRAS",44.74,41,8.35,1898.29,1478.95,77.91,28.6,3.31,3.61,0.56,46.02,60.38,131.21,-20.26,40.44,1852.27,1418.57,76.59,29.81
September-25,ETAH,EDC HATHRAS,DIV271324,"EDD SADABAD, HATHRAS",33.33,26.97,19.08,1228.53,813.34,66.2,46.43,2.44,3.02,2.18,206.16,0,0,100,24.79,1022.38,813.34,79.55,35.62
September-25,ETAH,EDC KASGANJ,DIV272153,EDD KASGANJ,27.19,23.27,14.41,1369.73,1216.37,88.8,23.99,4.47,5.23,0.42,49.2,0.23,0.47,99.59,22.85,1320.53,1216.14,92.09,21.18
September-25,ETAH,EDC KASGANJ,DIV272152,"EDD SORON, KASGANJ",32.31,26.89,16.76,1216.96,1253.96,103.04,14.23,3.88,4.66,0.68,71.67,349.28,487.32,-305.64,26.22,1145.29,904.68,78.99,34.25
September-25,FIROZABAD,EDC FIROZABAD,DIV281631,EDD FIROZABAD,35.49,28.12,20.75,1521.27,771.84,50.74,59.79,2.18,2.74,0.98,120.21,0,0,100,27.15,1401.05,771.84,55.09,56.34
September-25,FIROZABAD,EDC FIROZABAD,DIV281635,EDD JASRANA,29.78,22.98,22.85,843.08,584.78,69.36,46.49,1.96,2.55,0.92,114.76,28.36,24.71,80.94,22.06,728.32,556.43,76.4,41.06
September-25,FIROZABAD,EDC FIROZABAD,DIV281633,EDD SHIKOHABAD,30.45,22.19,27.12,1428.24,1115.08,78.07,43.1,3.66,5.03,3.2,291.83,3.42,1.17,99.15,18.99,1136.41,1111.66,97.82,28.71
September-25,FIROZABAD,EDC FIROZABAD,DIV281634,EDD SHIRSAGANJ,27.98,21.93,21.62,1041.75,629.02,60.38,52.67,2.25,2.87,1.3,164.62,5.71,3.47,97.28,20.63,877.13,623.31,71.06,44.3
September-25,FIROZABAD,EDC FIROZABAD,DIV281632,EDD TUNDLA,29.13,21.2,27.21,1181.66,797.69,67.51,50.86,2.74,3.76,1.15,89,2.92,3.28,97.61,20.05,1092.66,794.77,72.74,47.05
September-25,FIROZABAD,EDC MAINPURI,DIV281722,"EDD BHOGAON, MAINPURI",49.79,27.79,44.18,1002.7,662.65,66.09,63.11,1.33,2.38,2.65,182.77,0,0,100,25.14,819.94,662.65,80.82,54.89
September-25,FIROZABAD,EDC MAINPURI,DIV281723,"EDD KARHAL, MAINPURI",51.98,35.65,31.41,1594.93,752.19,47.16,67.65,1.45,2.11,4.24,363.48,0,0,100,31.41,1231.46,752.19,61.08,58.1
September-25,FIROZABAD,EDC MAINPURI,DIV281721,EDD I MAINPURI,22.79,18.01,20.98,1402.81,1171.87,83.54,33.99,5.14,6.51,1.55,138.8,0,0,100,16.45,1264.02,1171.87,92.71,26.74
September-25,FIROZABAD,EUDC  FIROZABAD,DIV281641,"EUDD ASFABAD, FIROZABAD",21.71,18.43,15.1,1428.2,1402.08,98.17,16.65,6.46,7.61,2.2,204.97,163.39,79.72,32.32,16.23,1223.24,1238.69,101.26,14.03
September-25,FIROZABAD,EUDC  FIROZABAD,DIV281642,"EUDD CHANDRA NAGAR, FIROZABAD",32.09,32.09,0.01,2720.29,2509.99,92.27,7.74,7.82,7.82,3.41,353.98,231.41,65.37,34.63,28.68,2366.31,2278.58,96.29,3.72
September-25,JHANSI,EDC JHANSI,DIV233633,EDD II JHANSI,66.75,49.26,26.2,1549.72,1348.69,87.03,35.77,2.02,2.74,14.89,-93.84,3.74,-3.99,102.94,34.37,1643.55,1344.95,81.83,39.61
September-25,JHANSI,EDC JHANSI,DIV233632,EDD MAURANIPUR,40.06,26.45,33.99,1176.26,633.99,53.9,64.42,1.58,2.4,2.17,62.45,0,0,100,24.27,1113.81,633.99,56.92,62.43
September-25,JHANSI,EDC LALITPUR,DIV233641,EDD I LALITPUR,25.28,17.49,30.82,1233.75,809.75,65.63,54.59,3.2,4.63,1.59,180.1,0,0,100,15.9,1053.65,809.75,76.85,46.83
September-25,JHANSI,EDC LALITPUR,DIV233642,"EDD MAHRAUNI, LALITPUR",20.56,16.1,21.68,728.51,383.38,52.62,58.78,1.86,2.38,1.75,186.41,11.78,6.32,95.05,14.35,542.1,371.59,68.55,46.31
September-25,JHANSI,EDC ORAI,DIV233422,EDD I ORAI,63.47,56.99,10.21,2353.53,1413.26,60.05,46.08,2.23,2.48,2.49,248.9,2.4,0.96,99.14,54.5,2104.63,1410.87,67.04,39.81
September-25,JHANSI,EDC ORAI,DIV233421,EDD II ORAI,62.13,39.64,36.19,1969.26,687.79,34.93,77.71,1.11,1.74,4.23,401.31,2.36,0.59,99.62,35.41,1567.95,685.43,43.71,72.11
September-25,JHANSI,EUDC JHANSI,DIV233511,EUDD I JHANSI,36.14,32.82,9.19,2700.32,2598.86,96.24,12.6,7.19,7.92,0.94,86.32,10.94,12.67,88.49,31.88,2614,2587.92,99,10.1
September-25,JHANSI,EUDC JHANSI,DIV233512,EUDD II JHANSI,36.87,29.46,20.09,2344.71,2136.3,91.11,27.19,5.79,7.25,1.83,136.39,0,0,100,27.64,2208.33,2136.3,96.74,22.7
September-25,KANPUR I,EDC KANPUR,DIV293313,EDD II CHAUBEYPUR,35.03,30.49,12.96,2097.21,1816.43,86.61,24.61,5.19,5.96,0.35,37.16,0,0,100,30.14,2060.05,1816.43,88.17,23.25
September-25,KANPUR I,EDC KANPUR,DIV293311,EDD GHATAMPUR,23.48,20.54,12.54,815.87,469.69,57.57,49.65,2,2.29,0.84,127.11,0,0,100,19.7,688.76,469.69,68.19,40.36
September-25,KANPUR I,EDC KANPUR DEHAT,DIV293312,EDD I KANPUR,37.69,34.7,7.93,2015,1411.2,70.03,35.52,3.74,4.07,0.93,89.75,0,0,100,33.77,1925.25,1411.2,73.3,32.51
September-25,KANPUR I,EDC KANPUR DEHAT,DIV292021,EDD JHIJAK,22.95,17.82,22.37,688.86,511.17,74.2,42.39,2.23,2.87,0.2,26.06,150.81,578.68,-349.23,17.61,662.8,360.36,54.37,57.79
September-25,KANPUR I,EDC KANPUR DEHAT,DIV292022,EDD KANPUR DEHAT,65.58,56.27,14.19,4505.83,3836.49,85.15,26.94,5.85,6.82,1.93,286.85,0.06,0.02,99.98,54.35,4218.98,3836.44,90.93,21.97
September-25,KANPUR I,EDC KANPUR DEHAT,DIV292023,EDD PUKHRAYAN,38.47,35.07,8.84,1477.12,1023.03,69.26,36.86,2.66,2.92,2.44,122.01,60.35,49.46,54.91,32.63,1355.1,962.68,71.04,35.24
September-25,KANPUR II,EDC AURAIYA,DIV223051,EDD AURAIYA,37.52,32.86,12.44,2194.07,1647.49,75.09,34.25,4.39,5.01,0.83,70.04,4.43,6.32,94.47,32.03,2124.04,1643.06,77.36,32.27
September-25,KANPUR II,EDC AURAIYA,DIV223052,EDD DIBYAPUR,39.9,31.9,20.05,1202.4,632.4,52.6,57.95,1.59,1.98,2.12,159.24,0,0,100,29.78,1043.17,632.4,60.62,51.53
September-25,KANPUR II,EDC ETAWAH,DIV223031,EUDD ETAWAH,34.86,28.71,17.65,2093.12,1783.93,85.23,29.81,5.12,6.21,3.12,271.83,28.76,10.58,91.29,25.59,1821.29,1755.17,96.37,20.64
September-25,KANPUR II,EDC ETAWAH,DIV223033,EDD ETAWAH RURAL,42.66,28.99,32.05,1361.91,690.66,50.71,65.54,1.62,2.38,4.6,362.11,5.37,1.48,98.99,24.39,999.8,685.29,68.54,53.43
September-25,KANPUR II,EDC ETAWAH,DIV223032,"EDD SAIFAI, ETAWAH",45.51,34.96,23.19,1945.5,921.98,47.39,63.6,2.03,2.64,13.01,756.39,0.82,0.11,99.92,21.94,1189.12,921.16,77.47,40.5
September-25,KANPUR II,EDC FARRUKHABAD,DIV222921,EDD FARRUKKHABAD,38.16,30.34,20.49,1114.02,636.85,57.17,54.55,1.67,2.1,0.49,69.29,0,0,100,29.84,1044.73,636.85,60.96,51.53
September-25,KANPUR II,EDC FARRUKHABAD,DIV222922,EDD KAYAMGANJ,25.82,21,18.66,727.11,524.11,72.08,41.37,2.03,2.5,0.47,42.52,0,0,100,20.54,684.59,524.11,76.56,37.73
September-25,KANPUR II,EDC FARRUKHABAD,DIV222923,EUDD FARRUKHABAD,30.73,29.05,5.47,2423.46,1842.55,76.03,28.13,6,6.34,1.12,110.87,56.95,51.37,51.44,27.93,2312.59,1785.6,77.21,27.01
September-25,KANPUR II,EDC KANNAUJ,DIV222942,EDD CHHIBRAMAU,55.58,43.53,21.67,1702.23,1213.54,71.29,44.16,2.18,2.79,2.02,111.02,0,0,100,41.51,1591.21,1213.54,76.26,40.26
September-25,KANPUR II,EDC KANNAUJ,DIV222941,EDD KANNAUJ,44.71,37.34,16.48,1816.62,1366.94,75.25,37.15,3.06,3.66,1.83,171.25,0,0,100,35.51,1645.37,1366.94,83.08,30.61
September-25,MATHURA,EDC I MATHURA,DIV261423,"EDD GOVERDHAN, MATHURA",37.23,28.63,23.1,1590.43,1283.49,80.7,37.94,3.45,4.48,0.6,61.33,0,0,100,28.02,1529.09,1283.49,83.94,35.45
September-25,MATHURA,EDC I MATHURA,DIV261421,EDD MATHURA RURAL,51.84,33.73,34.93,2095.87,1724.87,82.3,46.45,3.33,5.11,0.85,87.72,1.64,1.87,98.78,32.88,2008.15,1723.23,85.81,44.16
September-25,MATHURA,EDC I MATHURA,DIV261422,EDD KOSIKALAN,63.36,41.45,34.57,2940.96,2777.34,94.44,38.21,4.38,6.7,0.38,24.87,0,0,100,41.08,2916.09,2777.34,95.24,37.68
September-25,MATHURA,EDC II MATHURA,DIV261431,"EDD LAXMINAGAR, MATHURA",24.9,20.92,15.99,966.13,813.18,84.17,29.29,3.27,3.89,1.01,61.74,19.55,31.67,73.4,19.91,904.38,793.63,87.75,26.28
September-25,MATHURA,EDC II MATHURA,DIV261432,EDD MATH,21.06,14.54,30.96,579.95,356.77,61.52,57.53,1.69,2.45,0.21,13.75,0,0,100,14.33,566.2,356.77,63.01,56.5
September-25,MATHURA,EUDC MATHURA,DIV261411,"EUDD CANTT, MATHURA",32.6,30.39,6.76,2482.02,2361.15,95.13,11.3,7.24,7.77,1.49,132.36,27.46,20.75,80.66,28.91,2349.66,2333.69,99.32,7.39
September-25,MATHURA,EUDC MATHURA,DIV261412,"EUDD VRINDAVAN, MATHURA",33.54,29.63,11.67,2500,2205.13,88.21,22.09,6.57,7.44,0.94,86.59,97.89,113.05,0.14,28.69,2413.41,2107.23,87.31,22.88
September-25,MATHURA,EUDC MATHURA,DIV261413,"EUDD KRISHNANAGAR, MATHURA",38.32,34.4,10.21,2831.64,2499.05,88.25,20.76,6.52,7.26,1.71,220.74,11.17,5.06,95.46,32.69,2610.9,2487.88,95.29,14.44
September-25,TORRENT,TORRENT,TORRENT,TORRENT,258.73,258.73,0,11140.33,11294.92,101.39,-1.39,4.37,4.37,0,0,0,0,100,258.73,11140.33,11294.92,101.39,-1.39
October-25,AGRA,EDC AGRA,DIV251541,"EDD SIKANDARA, AGRA",40.23,34.95,13.12,2077.44,2606.94,125.49,-9.02,6.48,7.46,0.96,134.05,687.16,512.61,-345.36,33.98,1943.39,1919.78,98.79,14.18
October-25,AGRA,EDC AGRA,DIV251542,"EDD LAKHANPUR, AGRA",24.89,23.45,5.78,1814.23,1665.7,91.81,13.49,6.69,7.1,0.29,32.27,113.24,350.91,-230.63,23.17,1781.96,1552.47,87.12,17.91
October-25,AGRA,EDC AGRA,DIV251544,"EDD KIRAWALI, AGRA",22.54,19.55,13.3,856.78,1281.86,149.61,-29.71,5.69,6.56,0.92,72.92,722.28,990.46,-758.73,18.62,783.86,559.58,71.39,38.11
October-25,AGRA,EDC AGRA,DIV251543,EDD KHAIRAGARH,18.28,15.1,17.42,738.8,3270.47,442.67,-265.56,17.89,21.66,0.88,82.28,2725.23,3312.02,-2635.07,14.22,656.52,545.23,83.05,31.42
October-25,AGRA,EDC FATEHABAD,DIV251511,EDD BAH,23.02,20.82,9.56,898.08,1768.54,196.92,-78.1,7.68,8.49,4.03,450.32,1340.91,297.77,-169.3,16.79,447.76,427.63,95.51,13.62
October-25,AGRA,EDC FATEHABAD,DIV251512,EDD ETMADPUR,28.86,26.33,8.78,1250.07,1647.02,131.75,-20.19,5.71,6.26,1.24,48.39,702.76,1452.29,-1224.78,25.08,1201.68,944.26,78.58,28.32
October-25,AGRA,EDC FATEHABAD,DIV251513,"EDD FATEHABAD, AGRA",36.04,30.01,16.74,1314.47,1718.95,130.77,-8.88,4.77,5.73,0.86,84.06,762.94,907.65,-655.71,29.15,1230.42,956.01,77.7,35.31
October-25,ALIGARH,EDC I ALIGARH,DIV211241,"EDD SARSOL, ALIGARH",27.06,26.85,0.78,1622.21,1535.82,94.67,6.06,5.68,5.72,0.64,66.67,29.01,43.52,56.82,26.21,1555.54,1506.81,96.87,3.89
October-25,ALIGARH,EDC I ALIGARH,DIV211242,"EDD ATRAULI, ALIGARH",19,22.46,-18.26,1008.14,809.62,80.31,5.03,4.26,3.6,0.22,25.56,50.68,198.26,-134.47,22.24,982.58,758.94,77.24,8.66
October-25,ALIGARH,EDC I ALIGARH,DIV211243,"EDD TALANAGRI, ALIGARH",23.03,26.93,-16.93,1608.41,1509.76,93.87,-9.76,6.56,5.61,0.17,18.42,8.19,44.47,48,26.76,1589.98,1501.56,94.44,-10.43
October-25,ALIGARH,EDC II ALIGARH,DIV211261,"EDD IGLAS, ALIGARH",23.5,23.45,0.23,1258.8,1059.56,84.17,16.02,4.51,4.52,0.26,26.88,198.2,737.33,-635.63,23.19,1231.92,861.36,69.92,30.24
October-25,ALIGARH,EDC II ALIGARH,DIV211262,"EDD KHAIR, ALIGARH",32.64,29.83,8.62,1067.26,699.57,65.55,40.1,2.14,2.35,0.25,23.75,67.83,285.57,-160.96,29.58,1043.51,631.74,60.54,44.68
October-25,ALIGARH,EDC II ALIGARH,DIV211263,"EDD AKRABAD, ALIGARH",20.59,17.29,16.05,691.16,794.08,114.89,3.55,3.86,4.59,0.46,53.88,321.02,595.86,-400.22,16.82,637.28,473.05,74.23,37.68
October-25,ALIGARH,EUDC ALIGARH,DIV211211,EUDD I ALIGARH,24.8,27.18,-9.58,2115.43,2370.74,112.07,-22.81,9.56,8.72,1.72,158.69,396.23,249.68,-173.6,25.46,1956.73,1974.51,100.91,-10.58
October-25,ALIGARH,EUDC ALIGARH,DIV211212,EUDD II ALIGARH,20.31,24.82,-22.18,2045.13,1805.42,88.28,-7.86,8.89,7.28,0.87,83.74,187.98,224.49,-174.28,23.95,1961.39,1617.44,82.46,-0.75
October-25,ALIGARH,EUDC ALIGARH,DIV211213,EUDD III ALIGARH,22.85,26.09,-14.19,2131.4,2154.27,101.07,-15.42,9.43,8.26,0.96,90.92,280.33,308.34,-252.1,25.13,2040.48,1873.93,91.84,-4.87
October-25,ALIGARH,EUDC ALIGARH,DIV211214,EUDD IV ALIGARH,21.26,26.44,-24.42,2107.13,2032.66,96.47,-20.02,9.56,7.69,0.7,68.66,185.94,270.82,-236.96,25.75,2038.47,1846.72,90.59,-12.72
October-25,BANDA,EDC BANDA,DIV243913,EDD ATARRA,28.65,24.02,16.16,1190.76,644.1,54.09,54.65,2.25,2.68,6.01,514.37,210.08,40.84,65.76,18.01,676.38,434.02,64.17,46.2
October-25,BANDA,EDC BANDA,DIV243914,"EDD BABERU, BANDA",29.57,23.43,20.75,1097.54,1330.18,121.2,3.95,4.5,5.68,7.66,658.36,1099.37,166.99,-32.34,15.78,439.18,230.81,52.55,58.35
October-25,BANDA,EDC BANDA,DIV243911,EUDD BANDA,20.28,20.65,-1.83,1317.53,1595.1,121.07,-23.28,7.87,7.72,1.92,162.97,731.21,448.68,-356.9,18.73,1154.56,863.89,74.82,23.81
October-25,BANDA,EDC CHITRAKOOT,DIV243921,EDD CHITRAKOOT DHAM,24.29,19.73,18.8,787.09,704.45,89.5,27.33,2.9,3.57,1.11,113.47,194.82,171.69,-39.41,18.61,673.62,509.63,75.66,38.57
October-25,BANDA,EDC CHITRAKOOT,DIV243922,"EDD RAJAPUR, CHITRAKOOT",28.11,20.51,27.05,583.36,1626.47,278.81,-103.39,5.79,7.93,2.52,173.11,1467.56,847.76,-518.44,17.99,410.25,158.91,38.74,71.74
October-25,BANDA,EDC HAMIRPUR,DIV243721,EDD HAMIRPUR,29.64,36.06,-21.67,2429.07,3071.7,126.46,-53.86,10.36,8.52,11.58,928.93,1743.93,187.73,-128.42,24.49,1500.14,1327.78,88.51,-7.69
October-25,BANDA,EDC HAMIRPUR,DIV243723,EDD RATH,24.33,23,5.46,749.68,468.31,62.47,40.94,1.92,2.04,0.49,42.99,123.6,287.54,-171.84,22.51,706.7,344.71,48.78,53.89
October-25,BANDA,EDC MAHOBA,DIV243711,EDD I MAHOBA,14.11,13.6,3.63,763.65,670.48,87.8,15.39,4.75,4.93,0.56,57.7,144.3,250.08,-141.01,13.04,705.95,526.18,74.54,28.17
October-25,BANDA,EDC MAHOBA,DIV243712,"EDD KULPAHAR, MAHOBA",26.17,23.57,9.93,1139.84,823.97,72.29,34.89,3.15,3.5,0.7,68.05,91.34,134.22,-20.89,22.87,1071.79,732.63,68.36,38.43
October-25,ETAH,EDC ETAH,DIV277034,"EDD PILUWA, ETAH",29.12,25.6,12.09,1154.2,542.62,47.01,58.67,1.86,2.12,0.83,81.57,45.58,55.88,50.88,24.77,1072.63,497.05,46.34,59.26
October-25,ETAH,EDC ETAH,DIV277032,"EDD JALESAR, ETAH",32.22,28.76,10.72,1130.89,1059.48,93.69,16.36,3.29,3.68,1.23,104.97,540.12,514.57,-359.4,27.53,1025.92,519.36,50.62,54.8
October-25,ETAH,EDC ETAH,DIV277031,EUDD ETAH,12.88,14.48,-12.39,1137.94,1119.11,98.35,-10.53,8.69,7.73,0.51,44.62,116.64,261.38,-193.77,13.97,1093.31,1002.47,91.69,-3.05
October-25,ETAH,EDC HATHRAS,DIV271321,EDD I HATHRAS,15.42,16.65,-7.94,1325.91,1319.69,99.53,-7.43,8.56,7.93,0.62,60.6,80.91,133.52,-44.12,16.02,1265.32,1238.78,97.9,-5.68
October-25,ETAH,EDC HATHRAS,DIV271322,"EDD ODHPURA, HATHRAS",22.06,21.47,2.66,894.45,626.09,70,31.87,2.84,2.92,0.33,27.08,53.49,197.56,-92.31,21.15,867.37,572.59,66.01,35.74
October-25,ETAH,EDC HATHRAS,DIV271323,"EDD SASNI, HATHRAS",31.45,29.23,7.06,1553.18,1357.26,87.39,18.78,4.32,4.64,0.41,38.9,109.52,281.56,-161.68,28.82,1514.28,1247.73,82.4,23.42
October-25,ETAH,EDC HATHRAS,DIV271324,"EDD SADABAD, HATHRAS",24.26,21.81,10.1,1003.29,780.87,77.83,30.03,3.22,3.58,0.13,13.07,21.75,166.42,-49.61,21.68,990.21,759.11,76.66,31.08
October-25,ETAH,EDC KASGANJ,DIV272153,EDD KASGANJ,18.38,20.85,-13.46,1320.07,1142.44,86.54,1.81,6.22,5.48,0.39,42.46,133.79,315.1,-257.51,20.46,1277.61,1008.65,78.95,10.42
October-25,ETAH,EDC KASGANJ,DIV272152,"EDD SORON, KASGANJ",25.29,25.88,-2.34,1215.23,886.32,72.93,25.36,3.51,3.43,0.64,68.03,174.29,256.19,-162.19,25.24,1147.2,712.03,62.07,36.48
October-25,FIROZABAD,EDC FIROZABAD,DIV281631,EDD FIROZABAD,26.73,28.43,-6.35,1175.93,1687.45,143.5,-52.61,6.31,5.94,0.95,101.9,925.38,908.14,-865.81,27.48,1074.03,762.08,70.95,24.54
October-25,FIROZABAD,EDC FIROZABAD,DIV281635,EDD JASRANA,17.59,18.88,-7.33,533.33,788.31,147.81,-58.64,4.48,4.18,0.71,73.29,451.62,616.2,-561.37,18.17,460.04,336.7,73.19,21.45
October-25,FIROZABAD,EDC FIROZABAD,DIV281633,EDD SHIKOHABAD,23.29,19.2,17.58,1246.24,1215.7,97.55,19.6,5.22,6.33,0.73,74.41,121.39,163.14,-34.46,18.46,1171.83,1094.31,93.38,23.03
October-25,FIROZABAD,EDC FIROZABAD,DIV281634,EDD SHIRSAGANJ,17.97,16.38,8.86,896.01,902.98,100.78,8.15,5.02,5.51,1,128.1,338.41,264.18,-140.77,15.37,767.91,564.57,73.52,32.99
October-25,FIROZABAD,EDC FIROZABAD,DIV281632,EDD TUNDLA,19.9,19.85,0.21,1072.23,924.64,86.23,13.95,4.65,4.66,0.98,83.54,163.55,195.76,-95.35,18.87,988.69,761.09,76.98,23.18
October-25,FIROZABAD,EDC MAINPURI,DIV281722,"EDD BHOGAON, MAINPURI",30.61,29.86,2.43,1080.97,640.71,59.27,42.17,2.09,2.15,2.25,162.75,40.81,25.07,75.54,27.61,918.21,599.9,65.33,36.25
