MONTH,ZONE,CIRCLE,DIVISION CODE,DIVISION,OVERALL Input Energy Prog (MU),OVERALL Unit Sold Prog (MU),OVERALL Distribution Loss Prog (%),OVERALL Current Assessment With ED Prog (Lakh),OVERALL  Realisation Prog(Lakh),OVERALL % Realisation Prog,OVERALL ATC Loss,OVERALL Realisation Rate Input Prog (Rs / Unit),OVERALL Realisation Rate Sold Prog (Rs / Unit),GOVERNMENT Unit Sold Prog Govt (MU),GOVERNMENT Current Assessment With ED Prog Govt (Lakh),GOVERNMENT Realisation Prog Govt (Lakh),GOVERNMENT % Realisation Prog Govt,GOVERNMENT ATC Loss Prog Govt,NON GOVERNMENT Unit Sold Prog Non Govt (MU),NON GOVERNMENT Current Assessment With ED Prog on Govt (Lakh),NON GOVERNMENT Realisation Prog Non Govt (Lakh),NON GOVERNMENT % Realisation Prog Non Govt,NON GOVERNMENT ATC Loss Prog Non Govt
May-25,ETAH,EDC ETAH,DIV277032,"EDD JALESAR, ETAH",40.57,27.9,31.23,1167.18,510.18,43.71,69.94,1.26,1.83,1.52,149.59,0,0,100,26.38,1017.59,510.18,50.14,65.52
May-25,ETAH,EDC ETAH,DIV277031,EUDD ETAH,19.16,13.28,30.69,1057.28,886.38,83.84,41.89,4.63,6.68,0.54,42.4,0,0,100,12.74,1014.89,886.38,87.34,39.47
May-25,ETAH,EDC HATHRAS,DIV271321,EDD I HATHRAS,21.75,15.65,28.04,1267.92,1264.48,99.73,28.24,5.81,8.08,0.73,68.97,69.14,100.25,27.86,14.92,1198.96,1195.34,99.7,28.26
May-25,ETAH,EDC HATHRAS,DIV271322,"EDD ODHPURA, HATHRAS",35.24,21.04,40.31,1042.49,688.96,66.09,60.55,1.95,3.28,0.35,29.31,0,0,100,20.69,1013.18,688.96,68,59.41
May-25,ETAH,EDC HATHRAS,DIV271323,"EDD SASNI, HATHRAS",45.41,32.74,27.89,1891.02,1344.96,71.12,48.71,2.96,4.11,0.55,54.49,0.55,1.01,99.27,32.2,1836.53,1344.41,73.2,47.21
May-25,ETAH,EDC HATHRAS,DIV271324,"EDD SADABAD, HATHRAS",37.23,25.93,30.36,1071.78,839.5,78.33,45.45,2.25,3.24,0.37,33.48,0,0,100,25.56,1038.3,839.5,80.85,43.69
May-25,ETAH,EDC KASGANJ,DIV272153,EDD KASGANJ,28.24,23.74,15.94,1247.11,976.06,78.27,34.21,3.46,4.11,0.41,44,0,0,100,23.33,1203.11,976.06,81.13,31.8
May-25,ETAH,EDC KASGANJ,DIV272152,"EDD SORON, KASGANJ",32.99,20.86,36.76,994.5,1049.83,105.56,33.24,3.18,5.03,0.75,68.2,342.24,501.84,-217.36,20.11,926.3,707.59,76.39,51.69
May-25,FIROZABAD,EDC FIROZABAD,DIV281631,EDD FIROZABAD,35.44,25.95,26.77,1168.68,896.03,76.67,43.85,2.53,3.45,1.18,120.21,204.19,169.85,-24.38,24.77,1048.47,691.85,65.99,51.68
May-25,FIROZABAD,EDC FIROZABAD,DIV281635,EDD JASRANA,22.11,24.31,-9.94,737.53,618.09,83.8,7.87,2.8,2.54,0.96,80.71,0.16,0.2,99.79,23.35,656.83,617.93,94.08,-3.43
May-25,FIROZABAD,EDC FIROZABAD,DIV281633,EDD SHIKOHABAD,33.68,26.94,20,1999.23,1186.55,59.35,52.52,3.52,4.4,8.06,701.63,3.75,0.53,99.57,18.89,1297.59,1182.81,91.15,27.08
May-25,FIROZABAD,EDC FIROZABAD,DIV281634,EDD SHIRSAGANJ,29.51,21.23,28.04,997.74,635.22,63.67,54.19,2.15,2.99,2.2,205.23,8.32,4.05,97.08,19.03,792.52,626.9,79.1,43.08
May-25,FIROZABAD,EDC FIROZABAD,DIV281632,EDD TUNDLA,30.42,21.07,30.75,1161.21,782.92,67.42,53.31,2.57,3.72,1.23,122.85,38.72,31.52,78.17,19.83,1038.36,744.2,71.67,50.37
May-25,FIROZABAD,EDC MAINPURI,DIV281722,"EDD BHOGAON, MAINPURI",48.4,35.32,27.03,1319.42,668.51,50.67,63.03,1.38,1.89,2.63,259.62,63,24.27,82.29,32.68,1059.8,605.51,57.13,58.31
May-25,FIROZABAD,EDC MAINPURI,DIV281723,"EDD KARHAL, MAINPURI",45.78,31.12,32.01,1342.13,1086.76,80.97,44.95,2.37,3.49,3.89,363.43,397.84,109.47,25.57,27.23,978.7,688.92,70.39,52.14
May-25,FIROZABAD,EDC MAINPURI,DIV281721,EDD I MAINPURI,24.56,15.77,35.77,1212.69,1053.61,86.88,44.2,4.29,6.68,1.6,136.07,0,0,100,14.18,1076.62,1053.61,97.86,37.14
May-25,FIROZABAD,EUDC  FIROZABAD,DIV281641,"EUDD ASFABAD, FIROZABAD",22.29,16.14,27.57,1287.91,1243.35,96.54,30.08,5.58,7.7,2.25,214.12,160.02,74.73,45.87,13.9,1073.79,1083.33,100.89,26.93
May-25,FIROZABAD,EUDC  FIROZABAD,DIV281642,"EUDD CHANDRA NAGAR, FIROZABAD",35.05,28.54,18.58,2345.23,2140.53,91.27,25.69,6.11,7.5,3.18,254.57,99.73,39.18,68.1,25.36,2090.65,2040.8,97.62,20.52
May-25,JHANSI,EDC JHANSI,DIV233633,EDD II JHANSI,51.97,39.02,24.91,2186.56,1379.11,63.07,52.64,2.65,3.53,8.17,454.16,200.88,44.23,66.79,30.85,1732.4,1178.23,68.01,48.93
May-25,JHANSI,EDC JHANSI,DIV233632,EDD MAURANIPUR,41.95,23.3,44.45,1019.84,569.01,55.79,69.01,1.36,2.44,2.45,207.3,68.28,32.94,81.7,20.85,812.54,500.73,61.63,65.77
May-25,JHANSI,EDC LALITPUR,DIV233641,EDD I LALITPUR,27.5,16.64,39.49,1118.75,776.93,69.45,57.98,2.83,4.67,1.25,138.35,0.41,0.3,99.82,15.4,980.4,776.52,79.2,52.07
May-25,JHANSI,EDC LALITPUR,DIV233642,"EDD MAHRAUNI, LALITPUR",31.41,15.85,49.54,725.32,592.75,81.72,58.76,1.89,3.74,0.89,146.36,284.99,194.72,1.75,14.96,578.96,307.76,53.16,73.18
May-25,JHANSI,EDC ORAI,DIV233422,EDD I ORAI,65.43,44.9,31.37,2542.47,1513.77,59.54,59.14,2.31,3.37,2.36,257.77,0.25,0.1,99.93,42.54,2284.7,1513.52,66.25,54.54
May-25,JHANSI,EDC ORAI,DIV233421,EDD II ORAI,53.78,43.93,18.32,1858.01,626.46,33.72,72.46,1.16,1.43,4.42,421.57,1.45,0.34,99.72,39.51,1436.44,625,43.51,64.46
May-25,JHANSI,EUDC JHANSI,DIV233511,EUDD I JHANSI,42.09,29.57,29.74,2422.38,2107.39,87,38.88,5.01,7.13,0.9,152.05,0.96,0.63,99.55,28.66,2270.33,2106.42,92.78,34.81
May-25,JHANSI,EUDC JHANSI,DIV233512,EUDD II JHANSI,42.6,28.98,31.97,2308.63,2131.51,92.33,37.19,5,7.35,1.89,189.23,0,0,100,27.09,2119.4,2131.51,100.57,31.58
May-25,KANPUR I,EDC KANPUR,DIV293313,EDD II CHAUBEYPUR,39.18,32.23,17.74,1940.7,1631.11,84.05,30.86,4.16,5.06,0.49,53.1,0,0,100,31.73,1887.6,1631.11,86.41,28.92
May-25,KANPUR I,EDC KANPUR,DIV293311,EDD GHATAMPUR,19.68,18.45,6.22,811.81,387.91,47.78,55.19,1.97,2.1,1.95,214.78,0.4,0.18,99.83,16.5,597.03,387.51,64.91,39.13
May-25,KANPUR I,EDC KANPUR DEHAT,DIV293312,EDD I KANPUR,37.7,30.49,19.11,1656.88,1234.95,74.53,39.71,3.28,4.05,1.03,86.52,0,0,100,29.47,1570.36,1234.95,78.64,36.39
May-25,KANPUR I,EDC KANPUR DEHAT,DIV292021,EDD JHIJAK,18.97,17.11,9.79,555.21,345.96,62.31,43.79,1.82,2.02,0.26,32.76,0,0,100,16.85,522.45,345.96,66.22,40.26
May-25,KANPUR I,EDC KANPUR DEHAT,DIV292022,EDD KANPUR DEHAT,59.43,52.03,12.45,3824.24,3699.51,96.74,15.31,6.23,7.11,2.75,123.57,81.74,66.15,42.08,49.28,3700.67,3617.77,97.76,14.41
May-25,KANPUR I,EDC KANPUR DEHAT,DIV292023,EDD PUKHRAYAN,35.27,29.18,17.26,1980.66,974.25,49.19,59.3,2.76,3.34,0.7,594.16,4.01,0.68,99.44,28.49,1386.51,970.24,69.98,42.1
May-25,KANPUR II,EDC AURAIYA,DIV223051,EDD AURAIYA,36.64,33.11,9.64,1972.2,1720.03,87.21,21.19,4.7,5.2,4.75,438.25,12.45,2.84,97.43,28.36,1533.95,1707.58,111.32,-0.59
May-25,KANPUR II,EDC AURAIYA,DIV223052,EDD DIBYAPUR,34.8,27.85,19.97,872.58,808.94,92.71,25.81,2.32,2.9,1.38,101.17,187.99,185.81,-48.71,26.47,771.4,620.95,80.5,35.58
May-25,KANPUR II,EDC ETAWAH,DIV223031,EUDD ETAWAH,38.67,30.56,20.98,1970.44,2034.63,103.26,18.41,5.26,6.66,2.23,195.18,640.76,328.29,-159.41,28.33,1775.26,1393.87,78.52,37.96
May-25,KANPUR II,EDC ETAWAH,DIV223033,EDD ETAWAH RURAL,40.9,24.86,39.21,1287.4,1313.89,102.06,37.96,3.21,5.28,4.43,348.8,746.37,213.98,-30.08,20.43,938.6,567.52,60.46,63.24
May-25,KANPUR II,EDC ETAWAH,DIV223032,"EDD SAIFAI, ETAWAH",45.34,27.3,39.8,1537.72,1033.38,67.2,59.54,2.28,3.79,7.19,579.37,229.27,39.57,76.18,20.11,958.35,804.11,83.91,49.49
May-25,KANPUR II,EDC FARRUKHABAD,DIV222921,EDD FARRUKKHABAD,55.66,46.21,16.97,1177.27,671.35,57.03,52.65,1.21,1.45,1.22,129.49,0,0,100,44.99,1047.78,671.35,64.07,46.8
May-25,KANPUR II,EDC FARRUKHABAD,DIV222922,EDD KAYAMGANJ,32.49,26.45,18.58,793.61,586.96,73.96,39.78,1.81,2.22,0.81,69.98,156.22,223.24,-81.76,25.64,723.63,430.74,59.52,51.54
May-25,KANPUR II,EDC FARRUKHABAD,DIV222923,EUDD FARRUKHABAD,32.63,25.17,22.86,1474.73,1534.73,104.07,19.72,4.7,6.1,1.02,68.67,111.47,162.33,-25.22,24.16,1406.06,1423.27,101.22,21.92
May-25,KANPUR II,EDC KANNAUJ,DIV222942,EDD CHHIBRAMAU,70.99,50.25,29.22,1833.94,1112.58,60.67,57.06,1.57,2.21,1.32,136.19,35.9,26.36,81.34,48.93,1697.76,1076.68,63.42,55.11
May-25,KANPUR II,EDC KANNAUJ,DIV222941,EDD KANNAUJ,58.71,41.18,29.86,1672.75,1381.21,82.57,42.08,2.35,3.35,2.1,180.05,105.05,58.35,59.08,39.07,1492.7,1276.17,85.49,40.03
May-25,MATHURA,EDC I MATHURA,DIV261423,"EDD GOVERDHAN, MATHURA",35.61,24.73,30.56,1043.72,1002.89,96.09,33.28,2.82,4.06,0.3,21.48,0,0,100,24.43,1022.24,1002.89,98.11,31.87
May-25,MATHURA,EDC I MATHURA,DIV261421,EDD MATHURA RURAL,44.58,35.14,21.17,2056.3,1577.96,76.74,39.51,3.54,4.49,1.29,110.46,2.55,2.31,98.18,33.85,1945.84,1575.41,80.96,36.18
May-25,MATHURA,EDC I MATHURA,DIV261422,EDD KOSIKALAN,60.18,46.06,23.46,2680.91,2709.64,101.07,22.64,4.5,5.88,0.21,18.74,0,0,100,45.85,2662.16,2709.64,101.78,22.1
May-25,MATHURA,EDC II MATHURA,DIV261431,"EDD LAXMINAGAR, MATHURA",22.59,15.76,30.22,877.11,743.81,84.8,40.82,3.29,4.72,0.75,70.29,23.51,33.45,76.66,15.01,806.81,720.3,89.28,37.7
May-25,MATHURA,EDC II MATHURA,DIV261432,EDD MATH,16.34,14.03,14.11,612.05,445.51,72.79,37.48,2.73,3.17,0.19,16.04,3.25,20.24,82.61,13.84,596.02,442.27,74.2,36.27
May-25,MATHURA,EUDC MATHURA,DIV261411,"EUDD CANTT, MATHURA",33.25,26.06,21.63,2111.46,1918.46,90.86,28.79,5.77,7.36,1.94,131.47,10.56,8.03,93.71,24.11,1979.99,1907.9,96.36,24.48
May-25,MATHURA,EUDC MATHURA,DIV261412,"EUDD VRINDAVAN, MATHURA",33.3,24.42,26.65,2055.52,1975.72,96.12,29.5,5.93,8.09,1.01,96.38,140.08,145.34,-6.61,23.41,1959.14,1835.63,93.7,31.27
May-25,MATHURA,EUDC MATHURA,DIV261413,"EUDD KRISHNANAGAR, MATHURA",36.6,27.96,23.6,2193.48,2099.55,95.72,26.87,5.74,7.51,1.6,117.51,20.35,17.32,86.77,26.36,2075.97,2079.2,100.16,23.48
May-25,TORRENT,TORRENT,TORRENT,TORRENT,274.28,274.28,0,9988.55,9445.85,94.57,5.43,3.44,3.44,0,0,0,0,100,274.28,9988.55,9445.85,94.57,5.43
June-25,AGRA,EDC AGRA,DIV251541,"EDD SIKANDARA, AGRA",55.06,33.4,39.33,2459.19,2081.4,84.64,48.65,3.78,6.23,3.19,288.71,0.63,0.22,99.87,30.21,2170.49,2080.76,95.87,41.84
June-25,AGRA,EDC AGRA,DIV251542,"EDD LAKHANPUR, AGRA",33.8,27.14,19.7,2046.64,1703.88,83.25,33.15,5.04,6.28,0.37,33.97,0,0,100,26.77,2012.68,1703.88,84.66,32.02
June-25,AGRA,EDC AGRA,DIV251544,"EDD KIRAWALI, AGRA",29.36,15.97,45.58,857.44,601.74,70.18,61.81,2.05,3.77,0.75,71.76,0,0,100,15.23,785.68,601.74,76.59,58.32
June-25,AGRA,EDC AGRA,DIV251543,EDD KHAIRAGARH,24.08,18.26,24.18,859.65,520.29,60.52,54.11,2.16,2.85,0.88,137.77,0,0,100,17.38,721.88,520.29,72.07,45.35
June-25,AGRA,EDC FATEHABAD,DIV251511,EDD BAH,26.26,21.89,16.63,1014.23,416.94,41.11,65.73,1.59,1.9,3.4,475.5,0,0,100,18.5,538.73,416.94,77.39,35.48
June-25,AGRA,EDC FATEHABAD,DIV251512,EDD ETMADPUR,37.83,25.47,32.68,1427.31,991.81,69.49,53.22,2.62,3.89,1.05,109.65,1.42,1.3,99.13,24.42,1317.65,990.39,75.16,49.4
June-25,AGRA,EDC FATEHABAD,DIV251513,"EDD FATEHABAD, AGRA",43.07,38.47,10.68,1594.66,1173.56,73.59,34.27,2.72,3.05,0.86,84.57,0,0,100,37.61,1510.09,1173.56,77.71,30.59
June-25,ALIGARH,EDC I ALIGARH,DIV211241,"EDD SARSOL, ALIGARH",34.72,29.64,14.65,1551.37,1421.65,91.64,21.79,4.09,4.8,0.71,68.93,5.62,8.16,93.04,28.93,1482.43,1416.03,95.52,18.47
June-25,ALIGARH,EDC I ALIGARH,DIV211242,"EDD ATRAULI, ALIGARH",28.57,21.95,23.17,1036.31,870.26,83.98,35.48,3.05,3.96,0.2,26.87,29.95,111.45,14.37,21.75,1009.44,840.31,83.25,36.04
June-25,ALIGARH,EDC I ALIGARH,DIV211243,"EDD TALANAGRI, ALIGARH",34.27,31.76,7.32,1649.39,1436.6,87.1,19.28,4.19,4.52,0.12,11.72,0.21,1.81,98.33,31.64,1637.67,1436.39,87.71,18.71
June-25,ALIGARH,EDC II ALIGARH,DIV211261,"EDD IGLAS, ALIGARH",37.61,32.83,12.69,1212.53,944.09,77.86,32.02,2.51,2.88,0.31,30.13,0.24,0.78,99.32,32.53,1182.4,943.86,79.83,30.3
June-25,ALIGARH,EDC II ALIGARH,DIV211262,"EDD KHAIR, ALIGARH",44.71,39.84,10.9,927.02,701.49,75.67,32.58,1.57,1.76,0.29,26.79,0,0,100,39.55,900.23,701.49,77.92,30.57
June-25,ALIGARH,EDC II ALIGARH,DIV211263,"EDD AKRABAD, ALIGARH",28.7,20.55,28.37,748.88,555.29,74.15,46.89,1.94,2.7,0.41,33.27,0.66,1.99,98.58,20.14,715.61,554.63,77.5,44.48
June-25,ALIGARH,EUDC ALIGARH,DIV211211,EUDD I ALIGARH,37.42,32.75,12.49,2623.06,2232.98,85.13,25.5,5.97,6.82,1.59,333.17,0.33,0.1,99.91,31.16,2289.89,2232.65,97.5,14.68
June-25,ALIGARH,EUDC ALIGARH,DIV211212,EUDD II ALIGARH,33.28,31.51,5.31,2374.61,2025.01,85.28,19.25,6.09,6.43,0.85,82.79,0,0,100,30.66,2291.82,2025.01,88.36,16.33
June-25,ALIGARH,EUDC ALIGARH,DIV211213,EUDD III ALIGARH,33.39,30.8,7.73,2280.28,2143.36,94,13.27,6.42,6.96,0.97,125.62,0,0,100,29.84,2154.66,2143.36,99.48,8.21
June-25,ALIGARH,EUDC ALIGARH,DIV211214,EUDD IV ALIGARH,33.36,31.19,6.51,2305.32,1976,85.71,19.87,5.92,6.33,0.69,67.26,0,0,100,30.51,2238.06,1976,88.29,17.46
June-25,BANDA,EDC BANDA,DIV243913,EDD ATARRA,28.27,21.39,24.33,783.89,516.67,65.91,50.13,1.83,2.42,0.47,36.53,0,0,100,20.92,747.36,516.67,69.13,47.69
June-25,BANDA,EDC BANDA,DIV243914,"EDD BABERU, BANDA",27.81,23.31,16.16,1050.83,300.34,28.58,76.04,1.08,1.29,4.86,440.43,32.96,7.48,93.73,18.45,610.4,267.39,43.81,63.27
June-25,BANDA,EDC BANDA,DIV243911,EUDD BANDA,29.64,25.22,14.92,1547.37,1074.61,69.45,40.91,3.63,4.26,3.11,278.65,0,0,100,22.11,1268.72,1074.61,84.7,27.94
June-25,BANDA,EDC CHITRAKOOT,DIV243921,EDD CHITRAKOOT DHAM,24.11,20.57,14.67,1089.36,727.08,66.74,43.05,3.02,3.53,1.58,166.64,0,0,100,18.99,922.72,727.08,78.8,32.76
June-25,BANDA,EDC CHITRAKOOT,DIV243922,"EDD RAJAPUR, CHITRAKOOT",18.53,11.89,35.85,364.87,214.83,58.88,62.23,1.16,1.81,1.89,-5.94,0,0,100,10,370.81,214.83,57.94,62.83
June-25,BANDA,EDC HAMIRPUR,DIV243721,EDD HAMIRPUR,36.61,33.4,8.78,1789.28,1363.82,76.22,30.47,3.73,4.08,4.27,377.48,156.54,41.47,62.17,29.13,1411.79,1207.29,85.51,21.99
June-25,BANDA,EDC HAMIRPUR,DIV243723,EDD RATH,26.62,20.37,23.48,890.58,431.02,48.4,62.97,1.62,2.12,3.67,369.35,0,0,100,16.7,521.23,431.02,82.69,36.72
June-25,BANDA,EDC MAHOBA,DIV243711,EDD I MAHOBA,19.71,14.74,25.21,798.43,687.76,86.14,35.58,3.49,4.67,1.68,129.08,8.43,6.53,95.12,13.06,669.35,679.33,101.49,24.09
June-25,BANDA,EDC MAHOBA,DIV243712,"EDD KULPAHAR, MAHOBA",32.95,25.14,23.71,1436.88,1031.65,71.8,45.23,3.13,4.1,0.85,83.7,5.59,6.67,94.91,24.29,1353.18,1026.07,75.83,42.15
June-25,ETAH,EDC ETAH,DIV277034,"EDD PILUWA, ETAH",38.02,32.26,15.13,1341.55,567.58,42.31,64.09,1.49,1.76,0.55,82.34,0,0,100,31.71,1259.2,567.58,45.07,61.75
June-25,ETAH,EDC ETAH,DIV277032,"EDD JALESAR, ETAH",38.75,31,19.99,1144.36,570.82,49.88,60.09,1.47,1.84,0.79,56.76,0,0,100,30.21,1087.6,570.82,52.48,58.01
June-25,ETAH,EDC ETAH,DIV277031,EUDD ETAH,19.75,16.5,16.48,1341.23,1247.61,93.02,22.31,6.32,7.56,0.54,55.13,0,0,100,15.96,1286.1,1247.61,97.01,18.98
June-25,ETAH,EDC HATHRAS,DIV271321,EDD I HATHRAS,23.12,18.85,18.45,1514.11,1460.68,96.47,21.33,6.32,7.75,0.67,64.32,32.45,50.44,58.86,18.18,1449.79,1428.23,98.51,19.66
June-25,ETAH,EDC HATHRAS,DIV271322,"EDD ODHPURA, HATHRAS",34.95,22.57,35.42,1053.06,699.9,66.46,57.08,2,3.1,0.38,32.14,0,0,100,22.19,1020.92,699.9,68.56,55.73
June-25,ETAH,EDC HATHRAS,DIV271323,"EDD SASNI, HATHRAS",43.13,35.95,16.64,2048.42,1503.97,73.42,38.8,3.49,4.18,0.3,26.72,75.58,282.84,-135.77,35.65,2021.69,1428.38,70.65,41.1
June-25,ETAH,EDC HATHRAS,DIV271324,"EDD SADABAD, HATHRAS",34.51,23.68,31.37,1147.98,872.75,76.03,47.82,2.53,3.68,0.17,17.4,0,0,100,23.52,1130.58,872.75,77.19,47.02
June-25,ETAH,EDC KASGANJ,DIV272153,EDD KASGANJ,26.57,22.55,15.14,1342.34,1511.19,112.58,4.47,5.69,6.7,0.5,59.63,360.43,604.41,-412.9,22.05,1282.71,1150.76,89.71,23.87
June-25,ETAH,EDC KASGANJ,DIV272152,"EDD SORON, KASGANJ",32.82,24.1,26.57,1015.33,794.57,78.26,42.54,2.42,3.3,0.63,77.55,0,0,100,23.47,937.78,794.57,84.73,37.78
June-25,FIROZABAD,EDC FIROZABAD,DIV281631,EDD FIROZABAD,33.75,27.21,19.39,1550.21,860.31,55.5,55.26,2.55,3.16,4.47,433.83,0,0,100,22.74,1116.38,860.31,77.06,37.88
June-25,FIROZABAD,EDC FIROZABAD,DIV281635,EDD JASRANA,20.8,17.1,17.81,687.77,519,75.46,37.98,2.49,3.04,1.15,110.08,0.18,0.16,99.86,15.95,577.68,518.82,89.81,26.19
June-25,FIROZABAD,EDC FIROZABAD,DIV281633,EDD SHIKOHABAD,32.53,23.46,27.88,1638.55,1209.49,73.81,46.76,3.72,5.16,3.46,286.25,2.12,0.74,99.47,20,1352.3,1207.37,89.28,35.61
June-25,FIROZABAD,EDC FIROZABAD,DIV281634,EDD SHIRSAGANJ,25.63,19.82,22.65,919.35,641.04,69.73,46.07,2.5,3.23,1.1,133.93,4.63,3.46,97.32,18.72,785.42,636.4,81.03,37.33
June-25,FIROZABAD,EDC FIROZABAD,DIV281632,EDD TUNDLA,29.48,21.66,26.52,1222.7,931.8,76.21,44,3.16,4.3,1.06,96.49,2.92,3.02,97.78,20.6,1126.21,928.88,82.48,39.39
June-25,FIROZABAD,EDC MAINPURI,DIV281722,"EDD BHOGAON, MAINPURI",42.43,29.04,31.55,1224.76,707.68,57.78,60.45,1.67,2.44,2.63,238.16,0,0,100,26.41,986.6,707.68,71.73,50.9
June-25,FIROZABAD,EDC MAINPURI,DIV281723,"EDD KARHAL, MAINPURI",41.96,32.79,21.85,1462.62,799.77,54.68,57.27,1.91,2.44,4.38,385.04,0,0,100,28.41,1077.58,799.77,74.22,42
June-25,FIROZABAD,EDC MAINPURI,DIV281721,EDD I MAINPURI,25.53,19.82,22.36,2241.23,1365.85,60.94,52.68,5.35,6.89,1.62,389.88,0,0,100,18.2,1851.35,1365.85,73.78,42.72
June-25,FIROZABAD,EUDC  FIROZABAD,DIV281641,"EUDD ASFABAD, FIROZABAD",23.43,18.97,19.04,1511.71,1412.8,93.46,24.34,6.03,7.45,2.25,190.62,160.9,84.41,31.66,16.72,1321.09,1251.9,94.76,23.28
June-25,FIROZABAD,EUDC  FIROZABAD,DIV281642,"EUDD CHANDRA NAGAR, FIROZABAD",34.23,30.13,11.99,2653.19,2168.76,81.74,28.06,6.34,7.2,2.67,276.1,2.46,0.89,99.22,27.45,2377.09,2166.3,91.13,19.79
June-25,JHANSI,EDC JHANSI,DIV233633,EDD II JHANSI,49.22,39.59,19.57,2314.52,1563.93,67.57,45.65,3.18,3.95,8.94,462.19,208.23,45.05,63.76,30.64,1852.33,1355.7,73.19,41.13
June-25,JHANSI,EDC JHANSI,DIV233632,EDD MAURANIPUR,38.74,26.55,31.46,1044.84,533.19,51.03,65.02,1.38,2.01,1.49,130.08,0,0,100,25.06,914.76,533.19,58.29,60.05
June-25,JHANSI,EDC LALITPUR,DIV233641,EDD I LALITPUR,24.78,18.15,26.75,1361.28,1001.72,73.59,46.1,4.04,5.52,1.55,176.21,13.16,7.47,94.53,16.6,1185.07,988.55,83.42,38.9
June-25,JHANSI,EDC LALITPUR,DIV233642,"EDD MAHRAUNI, LALITPUR",18.39,15.46,15.93,618,393.19,63.62,46.51,2.14,2.54,1.05,106.99,99.73,93.22,21.63,14.41,511.01,293.45,57.43,51.72
June-25,JHANSI,EDC ORAI,DIV233422,EDD I ORAI,61.04,41.58,31.88,2447.96,1491.02,60.91,58.51,2.44,3.59,3.21,27.67,1.5,5.43,96.3,38.37,2420.29,1489.52,61.54,58.08
June-25,JHANSI,EDC ORAI,DIV233421,EDD II ORAI,50.42,40.18,20.31,1926.41,652.53,33.87,73.01,1.29,1.62,4.14,411.51,0.91,0.22,99.82,36.04,1514.9,651.62,43.01,65.72
June-25,JHANSI,EUDC JHANSI,DIV233511,EUDD I JHANSI,40.68,37.46,7.93,2746.17,2626.85,95.65,11.93,6.46,7.01,1.17,97.99,0.65,0.66,99.39,36.29,2648.18,2626.2,99.17,8.69
June-25,JHANSI,EUDC JHANSI,DIV233512,EUDD II JHANSI,40.52,33.86,16.43,2742.81,2506.22,91.37,23.64,6.19,7.4,0.91,84.48,0,0,100,32.95,2658.33,2506.22,94.28,21.21
June-25,KANPUR I,EDC KANPUR,DIV293313,EDD II CHAUBEYPUR,34.91,30.05,13.94,2065.02,1870.1,90.56,22.06,5.36,6.22,0.43,43.84,0.51,1.17,98.99,29.62,2021.18,1869.58,92.5,20.39
June-25,KANPUR I,EDC KANPUR,DIV293311,EDD GHATAMPUR,18.84,20.41,-8.35,938.24,439.79,46.87,49.21,2.33,2.15,0.52,112.72,0,0,100,19.89,825.52,439.79,53.27,42.28
June-25,KANPUR I,EDC KANPUR DEHAT,DIV293312,EDD I KANPUR,36.43,30.15,17.24,1692.79,1501.34,88.69,26.6,4.12,4.98,0.54,48.69,1.14,2.35,98.06,29.6,1644.1,1500.2,91.25,24.48
June-25,KANPUR I,EDC KANPUR DEHAT,DIV292021,EDD JHIJAK,18.47,17.21,6.83,569.35,418.96,73.59,31.44,2.27,2.43,0.19,20.16,0,0,100,17.02,549.18,418.96,76.29,28.92
June-25,KANPUR I,EDC KANPUR DEHAT,DIV292022,EDD KANPUR DEHAT,58.18,56.21,3.38,3603.04,4029.84,111.85,-8.07,6.93,7.17,1.58,109.71,0.1,0.09,99.91,54.63,3493.33,4029.74,115.36,-11.46
June-25,KANPUR I,EDC KANPUR DEHAT,DIV292023,EDD PUKHRAYAN,31.58,28.11,11,2041.57,881.82,43.19,61.56,2.79,3.14,2.91,521.43,0,0,100,25.2,1520.14,881.82,58.01,48.37
June-25,KANPUR II,EDC AURAIYA,DIV223051,EDD AURAIYA,36.76,34.74,5.5,1969.73,1849.06,93.87,11.29,5.03,5.32,1.51,115.5,122.87,106.38,-0.53,33.23,1854.23,1726.19,93.1,12.03
June-25,KANPUR II,EDC AURAIYA,DIV223052,EDD DIBYAPUR,32.93,29.56,10.24,1138.27,673.35,59.16,46.9,2.04,2.28,2.36,165.27,17.45,10.56,90.52,27.19,973,655.89,67.41,39.49
June-25,KANPUR II,EDC ETAWAH,DIV223031,EUDD ETAWAH,39.84,28.66,28.07,2243.79,1846.68,82.3,40.8,4.64,6.44,3.6,248.45,137.42,55.31,60.21,25.05,1995.33,1709.26,85.66,38.38
June-25,KANPUR II,EDC ETAWAH,DIV223033,EDD ETAWAH RURAL,37.43,28.74,23.23,1448.39,727.49,50.23,61.44,1.94,2.53,6.45,510.76,20.29,3.97,96.95,22.29,937.63,707.2,75.42,42.1
June-25,KANPUR II,EDC ETAWAH,DIV223032,"EDD SAIFAI, ETAWAH",42.61,28.43,33.28,1606.77,1168.77,72.74,51.47,2.74,4.11,7.45,459.96,231.06,50.24,66.48,20.98,1146.81,937.71,81.77,45.45
June-25,KANPUR II,EDC FARRUKHABAD,DIV222921,EDD FARRUKKHABAD,39.05,31.73,18.74,1080.52,706.58,65.39,46.86,1.81,2.23,1.25,133.2,0,0,100,30.48,947.32,706.58,74.59,39.39
